,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,765.0,1.1322218473816699,0.24895207283623896,0.882651950885067,1.0455148044943001,-0.556093113981051,-0.5360015677200589,-0.11430950642782198,-0.0165756091036369,-0.19185045584451998,0.105714731075761,1.66746375240658,1.40659839578983,0.6784087010812729,0.298666927001978,0.37690634419367497,0.47863820415791497,-0.765339714548634,0.150664331375095,-0.16402450944692598,-0.0586886017329281,-0.11161647248283198,-0.355485815515014,0.106574674371015,0.505756772816631,0.26099621985404503,-0.65655942352297,0.036037135123026004,0.0300173503007551,16.45,0.0
1,109297.0,0.745153216872909,2.8092988741438103,-5.82540635746786,5.8355664259505495,0.512319881201007,-0.615622343185995,-2.91657564356736,0.7767100417129621,-1.87883185000296,-4.546935750810849,4.69879549591235,-8.50778570734412,0.718249309268122,-7.62871014660448,-2.24957848303647,-2.55866861696795,-5.30462366328046,-0.956938449028105,-0.5853218520472769,0.40283675391689,0.28484071000516303,-0.8743834794109979,-0.0839950451669313,-0.6514416583165079,0.4545938236710779,0.0503758982755266,0.7569525626447271,0.38386893861524296,0.0,1.0
2,133976.0,2.10967338744,0.0128769559833627,-1.35835466530826,0.217517433315643,0.36947251536442494,-0.664527199496443,0.23636494562213,-0.33026808980118105,0.405453151342315,0.0301057175265536,-1.16085098997732,0.863560990370917,1.4269548148519098,-0.0102898166235061,0.00755863094087908,0.000141763459676864,-0.578843621120001,-0.861850287522575,0.35298848469569705,-0.128820025817331,-0.31977913666694896,-0.7140808474774399,0.238864723163368,-0.741596955655365,-0.16981960536256102,0.244211489921755,-0.0603207242426363,-0.0657213364788771,0.89,0.0
3,155875.0,-0.946958255346437,0.020045960009211,-1.02872154807553,-0.5794078380413411,-0.19007938017459802,0.379358422171511,2.16225994839231,0.11485609379663499,-0.608718085532151,-1.2611419050696202,-1.79567635481071,0.302494923094089,1.01736845411865,0.30236572093850606,-0.743801655172323,0.11127532287317099,-0.5145894128187529,-0.34790673054660104,0.253798122513232,0.692507304686497,0.12070692165089501,-0.36565446249253003,0.9690219270790831,0.0203322298423696,-0.557884869779969,0.13312213828753802,-0.114095764231143,0.17845608110214603,405.42,0.0
4,8757.0,-1.86375555343732,3.44264397684973,-4.4682597314551105,2.8053362594025097,-2.1184124774924,-2.3322848873146698,-4.2612371974404,1.70168184397858,-1.43939587542941,-6.999906633865219,6.31620967716699,-8.67081800476226,0.316023991908777,-7.417712064750531,-0.43653747136614596,-3.65280196004741,-6.293145319073759,-1.24324829133852,0.364810482193887,0.36092400372093,0.66792657242141,-0.5162423621288039,-0.012217811746838999,0.070613703103445,0.0585044669560628,0.304882839588584,0.418012467185258,0.208858278145839,1.0,1.0
5,85078.0,-0.7265349734722242,-0.108909994411649,0.9809414009283308,-3.02550953606054,2.27103873077077,3.4047160743540603,-0.239504166121892,0.854263437231749,1.15930615729054,-1.57701918364613,-0.33042664325086196,0.192035069426791,-0.18481649018911897,-0.36837962837459004,0.908066262126316,-0.0591019649260401,-0.962737539902877,0.6955433758700881,0.441160871804934,0.13669654177830198,-0.0495572260168068,-0.0314052753606914,-0.40309714281488895,1.00632060197301,0.649715160881283,-0.7843870419228179,-0.0571760481990437,-0.14891637603152302,1.0,0.0
6,133823.0,-1.9879640970848,0.13106374969910498,0.255071498397549,-0.18152329662933497,0.21966309463888,0.0890107518113661,0.440226060444143,0.579667172502019,0.36289809270818607,-0.40593908860519295,-0.0208851903790707,0.872234498971078,-0.834369915118047,0.0609539635551985,-2.5733645107592795,-0.4440066497447439,0.12201386598184301,-0.34879715504991904,0.833765340030479,-0.15092607597594102,-0.355724868490497,-0.608250469138963,0.177792881768134,0.7799610205413451,0.0478980100931901,0.0668574069437362,0.290977541111198,0.166636572699213,100.78,0.0
7,34853.0,0.0581863301738902,0.623612175333576,0.520949929486169,0.510429311459638,0.0242207815662698,-0.206035570169566,0.12654638720961803,0.321338126818699,0.298570575703047,-0.637603022706637,1.47475602144424,0.547716163295883,-0.946003484904643,-1.3910654996445102,-0.928272992231992,-0.0426059192585217,1.20517581931182,0.21086992920658104,-0.23142695101966698,-0.006595631542040029,-0.0476333075666554,0.16847191981199303,0.0852931816835802,0.125366854376594,-0.43407425950686207,0.289650834730723,0.23373980122071603,0.007219879579591309,12.31,0.0
8,72000.0,0.8908530739632009,-1.72959237538779,1.4007802147082902,0.0726702236958206,-2.2628327674322097,0.211422184404388,-1.24754614689059,0.18778932875539198,0.701209823187318,0.2188271361248,-1.47502852769278,0.14387556310302602,-0.231808895900017,-1.0344170774947299,-1.1176667928815,-1.7222717410306299,0.619342464580028,0.975249646261379,-0.344628679976772,-0.12167848228835199,-0.34757498677628895,-0.581096467516411,-0.105830275177055,0.461443019850747,0.0329360729316359,1.08370809967353,-0.01602014159751,0.0564444402342727,207.7,0.0
9,78725.0,-4.31247908052279,1.8864756982783601,-2.3386335614469798,-0.47524289153203597,-1.18544386151204,-2.1120788975769,-2.12279296550593,0.27256513222254397,0.29027306404825504,-3.8337413849476003,2.50978140392157,-3.61123136485112,-1.02429952994167,-5.291924954752679,1.6498073488757,-3.26265841898301,-4.333117959720431,-1.8630489679186202,-0.00953360656837195,-0.718705614884897,0.5505406620806271,-0.0678702198276179,-1.11469186343039,0.269069433187685,-0.0205724593187757,-0.963488862263668,-0.9188883537959279,0.00145356217673386,60.0,1.0
